id,tower,code,path,tier,upgrade,medium_increment,medium_bare_path_total,cost_kind,historical_wiki_xp,role,effect,cost_source_url,effect_source_url,model_reference_url
ice_monkey_500,Ice Monkey,500,top,5,Super Brittle,28000,32700,fixed_upgrade_price,25000,status,Strengthens damage vulnerability and the Ceramic-damaging shards.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-500.json
ice_monkey_010,Ice Monkey,010,middle,1,Enhanced Freeze,200,600,fixed_upgrade_price,160,status,Increases attack speed and freeze duration.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-010.json
ice_monkey_020,Ice Monkey,020,middle,2,Deep Freeze,300,900,fixed_upgrade_price,500,status,"Improves pierce, duration, and the number of frozen layers.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-020.json
ice_monkey_030,Ice Monkey,030,middle,3,Arctic Wind,2750,3650,fixed_upgrade_price,2500,slow,Adds a slowing aura and freezes nearby water for tower placement.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-030.json
ice_monkey_040,Ice Monkey,040,middle,4,Snowstorm,4750,8400,fixed_upgrade_price,8500,status,Adds a map-wide freeze ability that also slows eligible MOAB-class targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-040.json
ice_monkey_050,Ice Monkey,050,middle,5,Absolute Zero,21000,29400,fixed_upgrade_price,27500,status,Adds brief global freezes to regular attacks and strengthens Snowstorm and Ice Monkey buffs.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-050.json
ice_monkey_001,Ice Monkey,001,bottom,1,Larger Radius,150,550,fixed_upgrade_price,160,status,Increases the freeze radius.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-001.json
ice_monkey_002,Ice Monkey,002,bottom,2,Re-Freeze,200,750,fixed_upgrade_price,500,status,Allows attacks to affect already-frozen targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-002.json
ice_monkey_003,Ice Monkey,003,bottom,3,Cryo Cannon,1900,2650,fixed_upgrade_price,2500,slow,Replaces the short-range pulse with longer-range ice projectiles.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-003.json
ice_monkey_004,Ice Monkey,004,bottom,4,Icicles,2750,5400,fixed_upgrade_price,9000,slow,Frozen targets damage nearby Bloons; attacks gain bonus MOAB damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-004.json
ice_monkey_005,Ice Monkey,005,bottom,5,Icicle Impale,30000,35400,fixed_upgrade_price,30000,slow,Adds powerful icicles that damage and freeze or slow MOAB-class targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/IceMonkey/IceMonkey-005.json
glue_gunner_100,Glue Gunner,100,top,1,Glue Soak,200,425,fixed_upgrade_price,,slow,Preserves glue through additional Bloon layers.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-100.json
glue_gunner_200,Glue Gunner,200,top,2,Corrosive Glue,300,725,fixed_upgrade_price,,slow,Adds damage over time to glued targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-200.json
glue_gunner_300,Glue Gunner,300,top,3,Bloon Dissolver,2000,2725,fixed_upgrade_price,,status,Improves corrosive damage and the number of targets glued per shot.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-300.json
glue_gunner_400,Glue Gunner,400,top,4,Bloon Liquefier,5000,7725,fixed_upgrade_price,,status,Further increases corrosion and leaves damaging acid after a target is destroyed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-400.json
glue_gunner_500,Glue Gunner,500,top,5,The Bloon Solver,22500,30225,fixed_upgrade_price,,status,Upgrades the acid-damage path for sustained group damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-500.json
glue_gunner_010,Glue Gunner,010,middle,1,Bigger Globs,100,325,fixed_upgrade_price,,slow,Glues two targets per shot.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-010.json
glue_gunner_020,Glue Gunner,020,middle,2,Glue Splatter,970,1295,fixed_upgrade_price,,slow,Applies glue to a group of up to five targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-020.json
glue_gunner_030,Glue Gunner,030,middle,3,Glue Hose,1950,3245,fixed_upgrade_price,,slow,Greatly increases glue firing speed and coverage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-030.json
glue_gunner_040,Glue Gunner,040,middle,4,Glue Strike,4000,7245,fixed_upgrade_price,,support,Adds a global glue ability that removes Lead immunity and increases damage taken.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-040.json
glue_gunner_050,Glue Gunner,050,middle,5,Glue Storm,16000,23245,fixed_upgrade_price,,support,Applies the global glue effect repeatedly for twenty seconds.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-050.json
glue_gunner_001,Glue Gunner,001,bottom,1,Stickier Glue,280,505,fixed_upgrade_price,,slow,Extends glue duration.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-001.json
glue_gunner_002,Glue Gunner,002,bottom,2,Stronger Glue,400,905,fixed_upgrade_price,,slow,Increases the movement-speed reduction.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-002.json
glue_gunner_003,Glue Gunner,003,bottom,3,MOAB Glue,3600,4505,fixed_upgrade_price,,slow,Allows glue to slow eligible MOAB-class targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-003.json
glue_gunner_004,Glue Gunner,004,bottom,4,Relentless Glue,4000,8505,fixed_upgrade_price,,slow,Destroying a glued target stuns nearby Bloons.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-004.json
glue_gunner_005,Glue Gunner,005,bottom,5,Super Glue,24000,32505,fixed_upgrade_price,,slow,Adds temporary immobilization to affected targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/GlueGunner/GlueGunner-005.json
desperado_100,Desperado,100,top,1,Quickdraw,200,500,fixed_upgrade_price,,basic_dps,Increases attack speed against more distant targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-100.json
desperado_200,Desperado,200,top,2,Standoff,200,700,fixed_upgrade_price,,basic_dps,Increases attack speed when fewer Bloons are within range.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-200.json
desperado_300,Desperado,300,top,3,Big Iron,1200,1900,fixed_upgrade_price,,rapid_fire,"Uses a six-shot revolver, gains Lead popping, and strengthens the low-enemy-count speed bonus.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-300.json
desperado_400,Desperado,400,top,4,Twin Sixes,5800,7700,fixed_upgrade_price,,rapid_fire,Adds a second revolver and increases damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-400.json
desperado_500,Desperado,500,top,5,The Blazing Sun,16500,24200,fixed_upgrade_price,,rapid_fire,Further upgrades the dual-revolver attack; exact damage mechanics are not normalized here.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-500.json
desperado_010,Desperado,010,middle,1,Eagle Eye,150,450,fixed_upgrade_price,,basic_dps,Adds Camo detection.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-010.json
desperado_020,Desperado,020,middle,2,Bullseye,350,800,fixed_upgrade_price,,basic_dps,Adds critical hits whose chance increases with target distance.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-020.json
desperado_030,Desperado,030,middle,3,Deadeye,3000,3800,fixed_upgrade_price,,sniper,"Adds a long-range, anti-Fortified rifle and the targeted Take Aim support ability.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-030.json
desperado_040,Desperado,040,middle,4,Bounty Hunter,6000,9800,fixed_upgrade_price,,sniper,Adds Marked to Pop; marked targets take extra damage and yield extra cash.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-040.json
desperado_050,Desperado,050,middle,5,Golden Justice,42000,51800,fixed_upgrade_price,,sniper,Upgrades the rifle for stronger multi-target damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-050.json
desperado_001,Desperado,001,bottom,1,Wanderer,220,520,fixed_upgrade_price,,basic_dps,"Increases attack speed, with a smaller benefit when other Monkeys share the weapon's range.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-001.json
desperado_002,Desperado,002,bottom,2,Nomad,280,800,fixed_upgrade_price,,basic_dps,Gains speed with more targets; losing lives can trigger temporary buffs and leak-related cash.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-002.json
desperado_003,Desperado,003,bottom,3,Enforcer,2100,2900,fixed_upgrade_price,,splash,Adds a close-range shotgun with knockback.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-003.json
desperado_004,Desperado,004,bottom,4,Avenger,9500,12400,fixed_upgrade_price,,splash,"Adds shotgun fragments, MOAB knockback, and a temporary life-loss protection effect.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-004.json
desperado_005,Desperado,005,bottom,5,The Desert Phantom,31000,43400,fixed_upgrade_price,,splash,Further strengthens the shotgun path; exact secondary attack values are not normalized here.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Desperado/Desperado-005.json
sniper_monkey_100,Sniper Monkey,100,top,1,Full Metal Jacket,350,700,fixed_upgrade_price,,sniper,Raises bullet damage to four and allows bullets and shrapnel to damage Lead and Frozen targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-100.json
sniper_monkey_200,Sniper Monkey,200,top,2,Large Calibre,1300,2000,fixed_upgrade_price,,sniper,Raises bullet damage to seven.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-200.json
sniper_monkey_300,Sniper Monkey,300,top,3,Deadly Precision,2200,4200,fixed_upgrade_price,,tank_killer,Raises bullet damage to twenty and adds Ceramic damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-300.json
sniper_monkey_400,Sniper Monkey,400,top,4,Maim MOAB,6300,10500,fixed_upgrade_price,,status,Adds high damage and temporary MOAB-class immobilization.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-400.json
sniper_monkey_500,Sniper Monkey,500,top,5,Cripple MOAB,32000,42500,fixed_upgrade_price,,status,Extends immobilization and makes affected MOAB-class targets take extra damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-500.json
sniper_monkey_010,Sniper Monkey,010,middle,1,Night Vision Goggles,250,600,fixed_upgrade_price,,sniper,Adds Camo detection and two bonus damage against Camo targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-010.json
sniper_monkey_020,Sniper Monkey,020,middle,2,Shrapnel Shot,450,1050,fixed_upgrade_price,,sniper,Hits release a cone of damaging shrapnel.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-020.json
sniper_monkey_030,Sniper Monkey,030,middle,3,Bouncing Bullet,2100,3150,fixed_upgrade_price,,splash,Bullets can bounce to two additional targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-030.json
sniper_monkey_040,Sniper Monkey,040,middle,4,Supply Drop,7600,10750,fixed_upgrade_price,,economy,"Adds a cash-crate ability, Lead damage, and stronger shrapnel.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-040.json
sniper_monkey_050,Sniper Monkey,050,middle,5,Elite Sniper,12000,22750,fixed_upgrade_price,,economy,"Improves cash drops, adds Elite targeting, and buffs other Snipers' attack speed.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-050.json
sniper_monkey_001,Sniper Monkey,001,bottom,1,Fast Firing,450,800,fixed_upgrade_price,,sniper,Reduces the attack interval.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-001.json
sniper_monkey_002,Sniper Monkey,002,bottom,2,Even Faster Firing,450,1250,fixed_upgrade_price,,sniper,Further reduces the attack interval.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-002.json
sniper_monkey_003,Sniper Monkey,003,bottom,3,Semi-Automatic,2700,3950,fixed_upgrade_price,,rapid_fire,Triples firing speed relative to the previous tier.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-003.json
sniper_monkey_004,Sniper Monkey,004,bottom,4,Full Auto Rifle,4100,8050,fixed_upgrade_price,,rapid_fire,Greatly increases sustained firing speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-004.json
sniper_monkey_005,Sniper Monkey,005,bottom,5,Elite Defender,14900,22950,fixed_upgrade_price,,rapid_fire,Adds MOAB damage and attack-speed bonuses based on track progress and lost lives.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SniperMonkey/SniperMonkey-005.json
monkey_sub_100,Monkey Sub,100,top,1,Longer Range,130,455,fixed_upgrade_price,,basic_dps,Increases attack range.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-100.json
monkey_sub_200,Monkey Sub,200,top,2,Advanced Intel,500,955,fixed_upgrade_price,,basic_dps,Can target within the detection ranges of other towers.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-200.json
monkey_sub_300,Monkey Sub,300,top,3,Submerge and Support,700,1655,fixed_upgrade_price,,support,Adds a submerged mode that removes Camo instead of firing darts.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-300.json
monkey_sub_400,Monkey Sub,400,top,4,Bloontonium Reactor,2400,4055,fixed_upgrade_price,,splash,Submerged pulses deal damage and reduce nearby water-tower ability cooldowns.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-400.json
monkey_sub_500,Monkey Sub,500,top,5,Energizer,28000,32055,fixed_upgrade_price,,support,Improves ability cooldowns globally and increases Hero experience gained in range.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-500.json
monkey_sub_010,Monkey Sub,010,middle,1,Barbed Darts,450,775,fixed_upgrade_price,,basic_dps,Adds three dart pierce and improves other weapons' pierce.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-010.json
monkey_sub_020,Monkey Sub,020,middle,2,Heat-tipped Darts,300,1075,fixed_upgrade_price,,basic_dps,Allows darts to damage Lead and Frozen targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-020.json
monkey_sub_030,Monkey Sub,030,middle,3,Ballistic Missile,1350,2425,fixed_upgrade_price,,tank_killer,Adds missiles that cross obstacles and deal bonus MOAB and Ceramic damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-030.json
monkey_sub_040,Monkey Sub,040,middle,4,First Strike Capability,13000,15425,fixed_upgrade_price,,tank_killer,Adds a large missile ability that targets the strongest Bloon and deals splash damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-040.json
